controller,seed,family,regime,mean_tracking_loss,tracking_rmse,mean_action_cost,hard_violations,tracking_pass,failure_rate,recovery_fraction,mean_recovery_steps,recovery_censored,initial_tail_loss,return_tail_loss,return_loss_change,mean_stockout,mean_overflow,censored_transition_fraction,action_seconds,learning_seconds,controller_seconds
shuffled,62001,cooperative_inventory,diagonal,0.007464913163725526,0.0863997289563198,3.1094920188017836,0,True,0.0,1.0,3.6666666666666665,0,0.00029423734695155053,0.00010743652211065094,-0.0001868008248408996,0.0008572252075611675,0.0008674698935469231,0.208984375,0.09075896099238889,0.018458220933098346,0.10921718192548724
dense,62001,cooperative_inventory,diagonal,0.007444258935882583,0.0862801190071188,3.053495852469288,0,True,0.0,1.0,3.6666666666666665,0,1.0329910879737782e-05,5.055594298007368e-05,4.0226032100335896e-05,0.0012404927360303059,0.0010758354424611428,0.25,0.08025853605795419,0.017044341024302412,0.0973028770822566
signed_intensity,62001,cooperative_inventory,diagonal,0.007554716771096481,0.08691787371476871,3.050700244715777,0,True,0.0,1.0,3.6666666666666665,0,0.00016877804087503883,7.113842899081394e-05,-9.763961188422489e-05,0.0011155246369578824,0.00055922713769047,0.2177734375,0.08806333797838306,0.017145568010164425,0.10520890598854749
zero,62001,cooperative_inventory,diagonal,0.08044459690745395,0.28362756725581867,0.0,0,False,1.0,0.0,,3,0.09159266867687435,0.09159266867687435,0.0,0.012111707682441606,0.0,0.9697265625,0.0016201030302909203,0.00029962792905280367,0.001919730959343724
hold,62001,cooperative_inventory,diagonal,0.0487326426241875,0.22075471144278552,2.3117485064425836,0,False,1.0,0.3333333333333333,0.0,2,0.06041163324319954,0.061782372271176056,0.0013707390279765128,0.00033494347328768496,0.0,0.0302734375,0.0018956440326292068,0.0002602170061436482,0.002155861038772855
paired,62001,cooperative_inventory,diagonal,0.007554716771096481,0.08691787371476871,3.0507002447157774,0,True,0.0,1.0,3.6666666666666665,0,0.00016877804087503888,7.11384289908139e-05,-9.763961188422499e-05,0.0011155246369578824,0.0005592271376904697,0.2177734375,0.08665152602770831,0.01673925503564533,0.10339078106335364
paired_lesion,62001,cooperative_inventory,diagonal,0.007825975025374288,0.08846454106236175,3.1425416139721274,0,True,0.0,1.0,4.0,0,0.0006329684505891246,0.0003654832863972018,-0.00026748516419192284,0.0007626527566110563,0.0007978134603191993,0.1572265625,0.09873386505933013,0.017825127994001377,0.1165589930533315
diagonal,62001,cooperative_inventory,diagonal,0.007628348844653478,0.08734041930660442,3.121979242678403,0,True,0.0,1.0,4.0,0,0.0005758898255878195,0.00024151382012249742,-0.00033437600546532204,0.0007151794815800247,0.0006820835054939606,0.16015625,0.13021486203797394,0.022000990029482637,0.15221585206745658
dense,62001,cooperative_inventory,misaligned,0.008228713732350219,0.09071225789467606,2.994798185872467,0,True,0.0,1.0,4.0,0,1.4318226462405683e-05,4.841556263322417e-05,3.4097336170818486e-05,0.002463385780593409,0.0013501258650936323,0.2490234375,0.08069286704267142,0.0189973650558386,0.09969023209851002
signed_intensity,62001,cooperative_inventory,misaligned,0.008742503111546458,0.0935013535278846,3.030694049525925,0,True,0.0,1.0,3.6666666666666665,0,8.188817151044114e-05,8.721075037791177e-05,5.322578867470628e-06,0.0018928600058767627,0.0008540212555852868,0.2861328125,0.09529506303806556,0.018452441952831578,0.11374750499089714
zero,62001,cooperative_inventory,misaligned,0.08573491851514613,0.29280525698003806,0.0,0,False,1.0,0.0,,3,0.09749009992453149,0.09749009992453149,0.0,0.012111707682441606,0.0,0.9697265625,0.0019301649372209795,0.00029221100703580305,0.0022223759442567825
hold,62001,cooperative_inventory,misaligned,0.04267345195665089,0.2065755357167225,2.3117485064425836,0,False,1.0,0.3333333333333333,0.0,2,0.047624665378171144,0.04615691795352403,-0.0014677474246471145,0.00047212364132628425,0.0,0.033203125,0.0019977640477009118,0.00028265800210647285,0.0022804220498073846
paired,62001,cooperative_inventory,misaligned,0.008742503111546458,0.0935013535278846,3.030694049525925,0,True,0.0,1.0,3.6666666666666665,0,8.188817151044117e-05,8.721075037791177e-05,5.322578867470601e-06,0.0018928600058767627,0.0008540212555852868,0.2861328125,0.08159483998315409,0.01674491598532768,0.09833975596848177
paired_lesion,62001,cooperative_inventory,misaligned,0.009464720994484883,0.09728679763711458,3.0805721887208275,0,True,0.0,1.0,4.0,0,0.0009755721452240692,0.001108927066155882,0.00013335492093181282,0.0018425740965155668,0.0007770045557158027,0.2509765625,0.10161311994306743,0.017415755995898508,0.11902887593896594
diagonal,62001,cooperative_inventory,misaligned,0.008806635656076596,0.09384367669734917,3.0474895797730213,0,True,0.0,1.0,4.0,0,0.00082842373709235,0.0003953928868168227,-0.00043303085027552733,0.0019974521101158798,0.000919193283574023,0.275390625,0.09304427402821602,0.031967043978511356,0.12501131800672738
shuffled,62001,cooperative_inventory,misaligned,0.008647182249380556,0.09299022663366595,2.9954418962988805,0,True,0.0,1.0,4.0,0,0.0003407805691562468,0.00043821284116379335,9.743227200754653e-05,0.0022397661104429775,0.0008564637511674486,0.2939453125,0.0783995580568444,0.017407555038516875,0.09580711309536127
diagonal,62002,dynamic_tracking,paired,0.013090831977095815,0.1144151737187678,2.7548866731934707,0,True,0.0,1.0,4.666666666666667,0,0.0037340641173100363,0.0052156378904620136,0.0014815737731519773,,,,0.07167221292911563,0.024825855041854084,0.09649806797096971
shuffled,62002,dynamic_tracking,paired,0.0069446442805926505,0.08333453234159685,2.755088451165187,0,True,0.0,1.0,1.0,0,0.002732137199700003,0.0027750803600825377,4.294316038253466e-05,,,,0.12252656599594047,0.03349904499918921,0.15602561099512968
dense,62002,dynamic_tracking,paired,0.002669540690026057,0.05166759806712575,2.684366631461705,0,True,0.0,1.0,1.0,0,6.846304829101975e-05,8.883741161978587e-05,2.0374363328766113e-05,,,,0.07189613999071298,0.028517296952486504,0.10041343694319949
signed_intensity,62002,dynamic_tracking,paired,0.009798212337674498,0.09898591989608672,2.7535046800852774,0,True,0.0,1.0,5.0,0,0.000568341726494387,0.0026685410395769207,0.0021001993130825335,,,,0.10497677495732205,0.03793905600468861,0.14291583096201066
zero,62002,dynamic_tracking,paired,0.24670149625727675,0.4966905437566501,0.0,0,False,1.0,0.0,,3,0.23696228593158042,0.24239488753826718,0.0054326016066867655,,,,0.0016636530199320987,0.0002508779798517935,0.0019145309997838922
hold,62002,dynamic_tracking,paired,0.10555415801788609,0.32489099405475386,2.25603867266653,0,False,1.0,0.0,,3,0.1132004321400496,0.11407635246219816,0.0008759203221485601,,,,0.0018089580262312666,0.000271721015451476,0.0020806790416827425
paired,62002,dynamic_tracking,paired,0.0097982123376745,0.09898591989608674,2.7535046800852774,0,True,0.0,1.0,5.0,0,0.000568341726494387,0.0026685410395769207,0.0021001993130825335,,,,0.07165265201183502,0.02740761003951775,0.09906026205135277
paired_lesion,62002,dynamic_tracking,paired,0.01815050486533052,0.13472380957102764,2.8139615779919316,0,True,0.0,1.0,3.6666666666666665,0,0.010087416832092725,0.0066493770378773355,-0.003438039794215389,,,,0.09535690700431587,0.03601545000128681,0.13137235700560268
shuffled,62002,dynamic_tracking,diagonal,0.0024970434985183646,0.04997042623911031,2.732302895885038,0,True,0.0,1.0,1.0,0,0.000450293302855336,0.0004054027867891606,-4.489051606617543e-05,,,,0.07164503298554337,0.026501295957132243,0.09814632894267561
dense,62002,dynamic_tracking,diagonal,0.0015200794151525741,0.038988195843775254,2.6588905509852108,0,True,0.0,1.0,1.0,0,7.33378161488709e-05,7.688867614031308e-05,3.5508599914421728e-06,,,,0.06930320797982858,0.02607925196934957,0.09538245994917816
signed_intensity,62002,dynamic_tracking,diagonal,0.0027474357828207764,0.052415987855050264,2.726915952852494,0,True,0.0,1.0,1.0,0,0.0004286651219826209,0.0004516567578468801,2.2991635864259233e-05,,,,0.06717584900616203,0.0250987229810562,0.09227457198721822
zero,62002,dynamic_tracking,diagonal,0.20593218130763588,0.4537975113502011,0.0,0,False,1.0,0.0,,3,0.21611687915040081,0.22118969556196322,0.005072816411562403,,,,0.0016760590006015263,0.0002532069993321784,0.0019292659999337047
hold,62002,dynamic_tracking,diagonal,0.09333858652694041,0.3055136437656106,2.25603867266653,0,False,1.0,0.0,,3,0.11003892825024063,0.11146348139961937,0.0014245531493787406,,,,0.0016523849772056565,0.00027750502340495586,0.0019298900006106123
paired,62002,dynamic_tracking,diagonal,0.0027474357828207764,0.052415987855050264,2.726915952852494,0,True,0.0,1.0,1.0,0,0.00042866512198262095,0.00045165675784688024,2.2991635864259288e-05,,,,0.06603608897421509,0.0249402129848022,0.09097630195901729
paired_lesion,62002,dynamic_tracking,diagonal,0.005429840772216619,0.07368745328898685,2.851335673502589,0,True,0.0,1.0,1.0,0,0.004613417596273843,0.00033229082461287294,-0.00428112677166097,,,,0.06539943198004039,0.024513286036381032,0.08991271801642142
diagonal,62002,dynamic_tracking,diagonal,0.0035244696238615845,0.05936724369432679,2.78071549781918,0,True,0.0,1.0,1.0,0,0.0009006888539681236,0.0004242123151356298,-0.0004764765388324938,,,,0.07312272398121422,0.024502545973518863,0.09762526995473308
dense,62002,dynamic_tracking,misaligned,0.0026963572254093413,0.05192645978120732,2.674673548664443,0,True,0.0,1.0,1.0,0,7.756404455182362e-05,9.039999945168542e-05,1.28359548998618e-05,,,,0.06581694496708224,0.027131121983984485,0.09294806695106672
signed_intensity,62002,dynamic_tracking,misaligned,0.008349657529021373,0.09137646047544944,2.7664101944463013,0,True,0.0,1.0,1.3333333333333333,0,0.0035548039337809268,0.0019981306868907143,-0.0015566732468902124,,,,0.06670165601826739,0.02570605402434012,0.0924077100426075
zero,62002,dynamic_tracking,misaligned,0.23964819493488504,0.4895387573368273,0.0,0,False,1.0,0.0,,3,0.2532493192079971,0.25869619075414785,0.0054468715461507555,,,,0.0016826739883981645,0.00026998796238331124,0.0019526619507814758
