controller,seed,family,regime,mean_tracking_loss,tracking_rmse,mean_action_cost,hard_violations,tracking_pass,failure_rate,recovery_fraction,mean_recovery_steps,recovery_censored,initial_tail_loss,return_tail_loss,return_loss_change,mean_stockout,mean_overflow,censored_transition_fraction,action_seconds,learning_seconds,controller_seconds
hold,62007,cooperative_inventory,diagonal,0.0538083707378056,0.23196631379966703,2.3132400114623537,0,False,1.0,0.3333333333333333,0.0,2,0.05509855305147797,0.05082852404222788,-0.004270029009250088,0.0003096058716995332,0.0,0.0263671875,0.0018402260247967206,0.0002535039384383708,0.0020937299632350914
paired,62007,cooperative_inventory,diagonal,0.009289489059224406,0.09638199551381163,3.0811818816269194,0,True,0.0,1.0,4.666666666666667,0,0.00034031779886541515,6.508115048970765e-05,-0.0002752366483757075,0.0008496264505022127,0.00046676070482672334,0.1962890625,0.09757697504392127,0.018315277993679047,0.11589225303760031
diagonal,62007,cooperative_inventory,misaligned,0.01104640875678049,0.1051018970179915,3.1194272828058422,0,True,0.0,1.0,5.0,0,0.0009269843132687309,0.0004982659852370164,-0.00042871832803171445,0.0023963476435952024,0.0011448478029178481,0.2724609375,0.089858134953829,0.015881513980275486,0.10573964893410448
shuffled,62007,cooperative_inventory,misaligned,0.011171522355394634,0.10569542258487183,3.119324976329289,0,True,0.0,1.0,5.0,0,0.00039911389518328827,0.0005999284915965274,0.00020081459641323911,0.0021931137218129783,0.001256074621501227,0.240234375,0.08703725505620241,0.01740860197605798,0.10444585703226039
dense,62007,cooperative_inventory,misaligned,0.010725498624951885,0.10356398324201269,3.0887836276060794,0,True,0.0,1.0,5.0,0,0.000177709296446392,4.766772889344528e-05,-0.0001300415675529467,0.0010651158644858396,0.0005010870352093625,0.1376953125,0.08657138502894668,0.018974594015162438,0.10554597904410912
signed_intensity,62007,cooperative_inventory,misaligned,0.010743462398882141,0.10365067485975256,3.139645300754736,0,True,0.0,1.0,4.666666666666667,0,0.00025247834662451944,4.661036924291359e-05,-0.00020586797738160586,0.0020455143847436137,0.0016389539033885233,0.271484375,0.08452875701914309,0.016244101992924698,0.10077285901206778
zero,62007,cooperative_inventory,misaligned,0.09288067391284008,0.30476330801597507,0.0,0,False,1.0,0.0,,3,0.09408400038456509,0.09408400038456509,0.0,0.011779121331123668,0.0,0.9658203125,0.0016435500510851853,0.00025178902433253825,0.0018953390754177235
hold,62007,cooperative_inventory,misaligned,0.0483646287641328,0.21991959613488926,2.3132400114623537,0,False,1.0,0.0,,3,0.04657288808791389,0.04020944133994968,-0.006363446747964213,0.0004911076795861529,0.0,0.041015625,0.0016967000265140086,0.00029384698427747935,0.001990547010791488
paired,62007,cooperative_inventory,misaligned,0.010743462398882141,0.10365067485975256,3.1396453007547356,0,True,0.0,1.0,4.666666666666667,0,0.00025247834662451944,4.661036924291356e-05,-0.0002058679773816059,0.0020455143847436133,0.0016389539033885223,0.271484375,0.08679986905917758,0.018382932015811093,0.10518280107498867
paired_lesion,62007,cooperative_inventory,misaligned,0.011502482585130673,0.10724962743585953,3.1513502998317726,0,True,0.0,1.0,5.0,0,0.0008311468781071965,0.0011698282430005428,0.0003386813648933463,0.002360389000547877,0.001090282634984611,0.2685546875,0.09737642903201049,0.016471770009957254,0.11384819904196775
paired,62008,dynamic_tracking,paired,0.008099413216904857,0.08999674003487491,2.675469256783519,0,True,0.0,1.0,4.0,0,0.0002988096261823184,0.0017212135285018667,0.0014224039023195483,,,,0.06553015499957837,0.024343563032743987,0.08987371803232236
paired_lesion,62008,dynamic_tracking,paired,0.014936252821679015,0.12221396328439323,2.7628253974586623,0,True,0.0,1.0,3.3333333333333335,0,0.00799095245108624,0.007312854119568002,-0.0006780983315182385,,,,0.07193724103126442,0.02542950700444635,0.09736674803571077
diagonal,62008,dynamic_tracking,paired,0.011440938010820897,0.10696232051905427,2.6687915437381102,0,True,0.0,1.0,4.333333333333333,0,0.0028615844322165225,0.005323571904262864,0.002461987472046342,,,,0.06777533791319001,0.023670603033679072,0.09144594094686909
shuffled,62008,dynamic_tracking,paired,0.006702030718836362,0.08186593136852693,2.685739082730364,0,True,0.0,1.0,1.0,0,0.0027393929752286177,0.0024640584753626254,-0.00027533449986599226,,,,0.06570819003536599,0.03340991998265963,0.09911811001802562
dense,62008,dynamic_tracking,paired,0.0027740350164445577,0.052669108749290205,2.6036479202236666,0,True,0.0,1.0,1.6666666666666667,0,5.175482467183284e-05,7.322139224958115e-05,2.1466567577748304e-05,,,,0.07046191104745958,0.028124496042437386,0.09858640708989697
signed_intensity,62008,dynamic_tracking,paired,0.008099413216904855,0.0899967400348749,2.6754692567835194,0,True,0.0,1.0,4.0,0,0.0002988096261823183,0.0017212135285018665,0.001422403902319548,,,,0.06573250601650216,0.023573985061375424,0.08930649107787758
zero,62008,dynamic_tracking,paired,0.19727350819464134,0.4441548245765674,0.0,0,False,1.0,0.0,,3,0.18413251128499672,0.18172353653797824,-0.002408974747018483,,,,0.0016514339731656946,0.0002585350157460198,0.0019099689889117144
hold,62008,dynamic_tracking,paired,0.08514397177198739,0.29179439982972155,2.3204442348353504,0,False,1.0,0.0,,3,0.08669158231840693,0.0861636538460094,-0.0005279284723975347,,,,0.0016175070268218406,0.00023670602240599692,0.0018542130492278375
paired_lesion,62008,dynamic_tracking,diagonal,0.004484591919685902,0.06696709579850317,2.7836414611596396,0,True,0.0,1.0,1.0,0,0.0031553734695485293,0.0004017352113576736,-0.002753638258190856,,,,0.07556384201598121,0.024489154042385053,0.10005299605836626
diagonal,62008,dynamic_tracking,diagonal,0.0029683171045885802,0.05448226412869219,2.7010383441154717,0,True,0.0,1.0,1.0,0,0.0004838097956857586,0.00045267039229700734,-3.1139403388751236e-05,,,,0.06538972703856416,0.022687835000397172,0.08807756203896133
shuffled,62008,dynamic_tracking,diagonal,0.0025111034140150226,0.050110911127368485,2.6652648964905685,0,True,0.0,1.0,0.6666666666666666,0,0.00028408331035070333,0.0003327036781111968,4.862036776049348e-05,,,,0.07116407302964944,0.02654970298317494,0.09771377601282438
dense,62008,dynamic_tracking,diagonal,0.001963943405617508,0.0443164010905388,2.608972121335002,0,True,0.0,1.0,0.6666666666666666,0,6.85071171939135e-05,4.784201128645469e-05,-2.0665105907458807e-05,,,,0.06916019099298865,0.026967838995915372,0.09612802998890402
signed_intensity,62008,dynamic_tracking,diagonal,0.002546729899961601,0.05046513548938119,2.6607927910742606,0,True,0.0,1.0,0.6666666666666666,0,0.00021418790229606806,0.00043812748073463706,0.000223939578438569,,,,0.06867630600027042,0.0238684770592954,0.09254478305956582
zero,62008,dynamic_tracking,diagonal,0.16175303511242597,0.40218532433745763,0.0,0,False,1.0,0.0,,3,0.167364175500947,0.16526756244987043,-0.0020966130510765846,,,,0.0016650089892209508,0.00025396502314833924,0.00191897401236929
hold,62008,dynamic_tracking,diagonal,0.07258830850730569,0.2694221752330451,2.3204442348353504,0,False,1.0,0.0,,3,0.08231117085427653,0.08178691090488358,-0.0005242599493929523,,,,0.0016873960412340239,0.00024135001876857132,0.0019287460600025952
paired,62008,dynamic_tracking,diagonal,0.002546729899961601,0.05046513548938119,2.6607927910742606,0,True,0.0,1.0,0.6666666666666666,0,0.000214187902296068,0.00043812748073463717,0.00022393957843856916,,,,0.0767260260618059,0.030634455986728426,0.10736048204853432
diagonal,62008,dynamic_tracking,misaligned,0.008506449122213787,0.09223041321719093,2.6953743782626014,0,True,0.0,1.0,1.3333333333333333,0,0.002590648672852617,0.0024972973101395845,-9.335136271303255e-05,,,,0.07724591901933309,0.024220428014814388,0.10146634703414747
shuffled,62008,dynamic_tracking,misaligned,0.008116173248918123,0.09008980657609451,2.6961490581243117,0,True,0.0,1.0,1.6666666666666667,0,0.002532686907092688,0.0024301653623883517,-0.00010252154470433627,,,,0.07059226599085378,0.030279872997198254,0.10087213898805203
dense,62008,dynamic_tracking,misaligned,0.0029110659659763913,0.05395429515781289,2.611758766847261,0,True,0.0,1.0,1.6666666666666667,0,8.120526996385323e-05,6.0058373868854346e-05,-2.114689609499888e-05,,,,0.06824557898653438,0.02576225696975598,0.09400783595629036
signed_intensity,62008,dynamic_tracking,misaligned,0.007027427366231204,0.08382975227346914,2.6549675136413433,0,True,0.0,1.0,1.3333333333333333,0,0.0015017411898313694,0.001502091436554802,3.5024672343257277e-07,,,,0.06958070705150021,0.024653863983985502,0.09423457103548571
zero,62008,dynamic_tracking,misaligned,0.18978783695501789,0.4356464586737942,0.0,0,False,1.0,0.0,,3,0.19647393907553395,0.19437950866652154,-0.0020944304090124155,,,,0.00163989097927697,0.0002537849941290915,0.0018936759734060615
hold,62008,dynamic_tracking,misaligned,0.08163640970613696,0.28572085976725076,2.3204442348353504,0,False,1.0,0.0,,3,0.10464607840216253,0.10443269493537206,-0.00021338346679046494,,,,0.00158980798732955,0.00022860601166030392,0.001818413998989854
paired,62008,dynamic_tracking,misaligned,0.007027427366231204,0.08382975227346914,2.6549675136413433,0,True,0.0,1.0,1.3333333333333333,0,0.0015017411898313694,0.0015020914365548017,3.502467234323559e-07,,,,0.06906566503312206,0.025176142014970537,0.0942418070480926
paired_lesion,62008,dynamic_tracking,misaligned,0.010379384321511156,0.10187926345194667,2.7919511147884704,0,True,0.0,1.0,1.3333333333333333,0,0.00858599270276808,0.003634861420739448,-0.004951131282028632,,,,0.06864422997750808,0.02376488504523877,0.09240911502274685
paired_lesion,62008,cooperative_inventory,paired,0.009887915822173205,0.09943799989024922,3.080238771300894,0,True,0.0,1.0,4.666666666666667,0,0.0018080247984049668,0.0015195934243688145,-0.00028843137403615233,0.0022787704165605953,0.0016353544237137263,0.333984375,0.09140053699229611,0.01698824298364343,0.10838877997593954
diagonal,62008,cooperative_inventory,paired,0.00980184795475983,0.09900428250717153,3.0745362624077472,0,True,0.0,1.0,4.666666666666667,0,0.001265764273685254,0.0010504507310153603,-0.0002153135426698938,0.0021573666084069407,0.0016216970312934202,0.3154296875,0.09245682000619126,0.016055012987635564,0.10851183299382683
shuffled,62008,cooperative_inventory,paired,0.009746809993719355,0.0987259337444795,3.0052380433765777,0,True,0.0,1.0,5.0,0,0.0003158554540698919,0.0003684533437040146,5.25978896341227e-05,0.0021064221095045558,0.001016445615478168,0.3232421875,0.08237482398544671,0.015250120020937175,0.09762494400638388
dense,62008,cooperative_inventory,paired,0.009733470817632527,0.09865835401846378,2.88486120560609,0,True,0.0,1.0,4.666666666666667,0,6.878513072201584e-05,1.0321021081200828e-05,-5.846410964081501e-05,0.0017187573941062867,0.00022400973368763517,0.212890625,0.08446696600003634,0.017011857984471135,0.10147882398450747
