split,task,seed,controller,mean_compute_us,tracking_rmse,mean_regret,mean_cost,hard_violations,mean_recovery_steps,recovery_censored,recovery_events,recovery_fraction,recall_regret,reacquisition_regret,effect_discrimination,effect_target_correlation,mean_node_homogeneity,mean_temporal_action_cosine,external_pass
heldout,gain_resource_shift,1006,dual_pole,399.3402083333333,0.15378048926078466,0.004583156559935894,10.530397642999183,0,1.6,0,5,1.0,,,0.3546259853668637,0.724420124585135,0.9723694737854706,0.9687792637359242,True
heldout,gain_resource_shift,1007,dual_pole,362.9623020833333,0.15171715401617042,0.004238130283754928,10.503149006273317,0,1.2,0,5,1.0,,,0.35379326922226023,0.7290276795886286,0.9788624650366128,0.9716420177339932,True
heldout,gain_resource_shift,1008,dual_pole,672.4081770833334,0.14939848097270114,0.004102527387709084,9.927221906749665,0,1.2,0,5,1.0,,,0.35785880604518366,0.7411303120472027,0.9761921619363788,0.9711636064905943,True
heldout,gain_resource_shift,1009,dual_pole,399.8301979166667,0.16320238117307084,0.005307349639281265,11.411348820709,0,1.4,0,5,1.0,,,0.351745906669808,0.6961091168397054,0.9727897343076012,0.9707740885473949,True
heldout,gain_resource_shift,1010,dual_pole,395.52921875,0.17542310652243961,0.005606469953434283,12.599230161771885,0,1.2,0,5,1.0,,,0.3488684600916177,0.6540179395844041,0.9751446042720567,0.9727947053930117,True
heldout,gain_resource_shift,1011,dual_pole,419.6086458333333,0.16410262110402538,0.0049165871222380236,11.448836854679081,0,1.6,0,5,1.0,,,0.35428100709358895,0.6977503584821207,0.9759230487414534,0.9729492874497646,True
heldout,gain_resource_shift,1012,dual_pole,380.09183333333334,0.15557313686624144,0.00434270633653806,10.788103265746335,0,1.4,0,5,1.0,,,0.35215655342826924,0.717479605240338,0.9737730392569709,0.9699191152734385,True
heldout,gain_resource_shift,1013,dual_pole,375.4122083333333,0.14697001108714103,0.004409138101796927,9.962629282944734,0,1.2,0,5,1.0,,,0.3572909920327035,0.7435744470094341,0.9749659142253373,0.9699031219354977,True
heldout,gain_resource_shift,1014,dual_pole,405.79603125,0.1711138937470721,0.004870728596744113,12.020596707218056,0,1.4,0,5,1.0,,,0.35205932693577807,0.6756664988340091,0.9756118227239733,0.973354199582806,True
heldout,gain_resource_shift,1015,dual_pole,359.1549895833333,0.1519299730153154,0.004450754350766944,10.513193199847999,0,1.6,0,5,1.0,,,0.35393660053743425,0.7267901308100153,0.9755503409561261,0.970612180767663,True
heldout,gain_resource_shift,1016,dual_pole,437.83784375,0.15184370178447237,0.004297092451814542,10.486421243949911,0,1.2,0,5,1.0,,,0.35301234055343106,0.7285466417340867,0.9762576424464053,0.9704359969146035,True
heldout,gain_resource_shift,1017,dual_pole,365.98134375,0.17072305818699476,0.004618373672773589,11.996468110125184,0,1.2,0,5,1.0,,,0.3514381472593131,0.6761002167700698,0.9759683923172764,0.9729182062047897,True
heldout,gain_resource_shift,1018,dual_pole,382.7022083333333,0.15907927641487732,0.004342056127023882,11.119898100875602,0,1.4,0,5,1.0,,,0.3518037571367411,0.7068248854733237,0.9709690529490319,0.9687456319030775,True
heldout,gain_resource_shift,1019,dual_pole,375.4805520833333,0.15618113002151812,0.004516737314790419,10.853267813120567,0,1.2,0,5,1.0,,,0.35429006412262337,0.7166890656077463,0.973868323946463,0.9709569377642756,True
heldout,gain_resource_shift,1020,dual_pole,407.6135104166667,0.1588399688081211,0.004428056260975639,10.791053304375206,0,1.4,0,5,1.0,,,0.35360869653116384,0.7154073751652641,0.9740844007521631,0.9711603676588353,True
heldout,gain_resource_shift,1021,dual_pole,406.7866145833333,0.1602049891308551,0.004994482636445226,11.078484657272613,0,1.6,0,5,1.0,,,0.3503308194739373,0.7061100848621433,0.970292080615731,0.9691978770147934,True
heldout,gain_resource_shift,1022,dual_pole,409.2783229166667,0.1653558462058981,0.0058500410755963446,11.39847020902419,0,2.0,0,5,1.0,,,0.35115537172226297,0.6954920699199132,0.970113831868728,0.9693678274218894,True
heldout,gain_resource_shift,1023,dual_pole,369.6214791666667,0.1466644644349006,0.0040731322498199895,9.617674861020156,0,1.0,0,5,1.0,,,0.3566238578948118,0.7487911118043876,0.9736570839188783,0.9705112779996775,True
heldout,gain_resource_shift,1024,dual_pole,383.41266666666667,0.15015044254477353,0.004721970941315209,10.194805655498829,0,1.8,0,5,1.0,,,0.35292528935512263,0.7347840292416289,0.971065481863875,0.9694508225942009,True
