split,task,seed,controller,mean_compute_us,tracking_rmse,mean_regret,mean_cost,hard_violations,mean_recovery_steps,recovery_censored,recovery_events,recovery_fraction,recall_regret,reacquisition_regret,effect_discrimination,effect_target_correlation,mean_node_homogeneity,mean_temporal_action_cosine,external_pass
heldout,gain_resource_shift,1014,no_memory,280.48278125,0.1711138937470721,0.004870728596744113,12.020596707218056,0,1.4,0,5,1.0,,,0.35205932693577807,0.6756664988340091,0.9756118227239733,0.973354199582806,True
heldout,gain_resource_shift,1015,no_memory,305.83983333333333,0.1519299730153154,0.004450754350766944,10.513193199847999,0,1.6,0,5,1.0,,,0.35393660053743425,0.7267901308100153,0.9755503409561261,0.970612180767663,True
heldout,gain_resource_shift,1016,no_memory,365.56385416666666,0.15184370178447237,0.004297092451814542,10.486421243949911,0,1.2,0,5,1.0,,,0.35301234055343106,0.7285466417340867,0.9762576424464053,0.9704359969146035,True
heldout,gain_resource_shift,1017,no_memory,300.3773229166667,0.17072305818699476,0.004618373672773589,11.996468110125184,0,1.2,0,5,1.0,,,0.3514381472593131,0.6761002167700698,0.9759683923172764,0.9729182062047897,True
heldout,gain_resource_shift,1018,no_memory,314.57853125,0.15907927641487732,0.004342056127023882,11.119898100875602,0,1.4,0,5,1.0,,,0.3518037571367411,0.7068248854733237,0.9709690529490319,0.9687456319030775,True
heldout,gain_resource_shift,1019,no_memory,272.6641770833333,0.15618113002151812,0.004516737314790419,10.853267813120567,0,1.2,0,5,1.0,,,0.35429006412262337,0.7166890656077463,0.973868323946463,0.9709569377642756,True
heldout,gain_resource_shift,1020,no_memory,233.977375,0.1588399688081211,0.004428056260975639,10.791053304375206,0,1.4,0,5,1.0,,,0.35360869653116384,0.7154073751652641,0.9740844007521631,0.9711603676588353,True
heldout,gain_resource_shift,1021,no_memory,240.52810416666665,0.1602049891308551,0.004994482636445226,11.078484657272613,0,1.6,0,5,1.0,,,0.3503308194739373,0.7061100848621433,0.970292080615731,0.9691978770147934,True
heldout,gain_resource_shift,1022,no_memory,246.46190625,0.1653558462058981,0.0058500410755963446,11.39847020902419,0,2.0,0,5,1.0,,,0.35115537172226297,0.6954920699199132,0.970113831868728,0.9693678274218894,True
heldout,gain_resource_shift,1023,no_memory,237.45804166666665,0.1466644644349006,0.0040731322498199895,9.617674861020156,0,1.0,0,5,1.0,,,0.3566238578948118,0.7487911118043876,0.9736570839188783,0.9705112779996775,True
heldout,gain_resource_shift,1024,no_memory,258.94448958333334,0.15015044254477353,0.004721970941315209,10.194805655498829,0,1.8,0,5,1.0,,,0.35292528935512263,0.7347840292416289,0.971065481863875,0.9694508225942009,True
heldout,gain_resource_shift,1025,no_memory,239.50015625,0.14033499159540777,0.004358133350113338,9.339513219834917,0,1.4,0,5,1.0,,,0.3579436938032662,0.7589165292017247,0.9732259586347727,0.9684595829163294,True
heldout,gain_resource_shift,1026,no_memory,249.62520833333335,0.16957606522025936,0.005187062894044111,11.683193614474568,0,1.6,0,5,1.0,,,0.3508358699679942,0.685524567178141,0.971347050981818,0.9720210614582179,True
heldout,gain_resource_shift,1027,no_memory,262.6173125,0.14788195489833517,0.004148425915154255,10.205102986778588,0,1.4,0,5,1.0,,,0.3542740375329702,0.7386748483299638,0.9777247623788204,0.9712321039612739,True
heldout,gain_resource_shift,1028,no_memory,233.79265625,0.1510919392265957,0.004591430793405773,10.195280326556656,0,1.6,0,5,1.0,,,0.3544319293777516,0.7352846249801576,0.9740356312858406,0.9691903919577897,True
heldout,gain_resource_shift,1029,no_memory,280.4872604166667,0.15446429686850113,0.004960721856619381,10.505185601611721,0,1.6,0,5,1.0,,,0.35345239453125094,0.7244714919524252,0.9694773486237797,0.9707564027566526,True
heldout,gain_resource_shift,1030,no_memory,277.2740833333333,0.14276880023591992,0.004011597240664524,9.609155980958443,0,0.8,0,5,1.0,,,0.3565553853678038,0.7537133234564293,0.9779402059267381,0.9696094831748238,True
heldout,switching_memory,1001,no_memory,232.32191666666665,0.1743357682612972,0.030389850318835007,11.679459782010795,0,1.5,1,5,0.8,0.16454113295269335,0.008040710703431432,0.4486977038484158,0.825432193270113,0.9651607276857183,0.9815859065942943,False
heldout,switching_memory,1002,no_memory,223.4818125,0.17344137572673005,0.030078941174903173,12.00152540934115,0,1.25,1,5,0.8,0.16557034865204648,0.005939312201316514,0.454167637259702,0.8266220778162767,0.9628412064200913,0.9805734474018766,False
heldout,switching_memory,1003,no_memory,222.37178125,0.18282348153187133,0.03342116708825139,13.404822133441987,0,0.75,1,5,0.8,0.18934479577037963,0.007042412839576407,0.45762496505492534,0.809324053465984,0.9805298490591282,0.9879402991738995,False
heldout,switching_memory,1004,no_memory,259.36940625,0.1788814885870632,0.03199536585619108,12.258859067497333,0,1.25,1,5,0.8,0.17652333286790506,0.007745377610633435,0.44962353217452034,0.8178269211244091,0.9673205549878325,0.9856804392812323,False
heldout,switching_memory,1005,no_memory,296.07557291666666,0.17259570525569415,0.029786334101816647,11.57355493374037,0,1.25,1,5,0.8,0.16441991331098915,0.00732462752376205,0.45334312359455237,0.8290617445543963,0.9709538943835222,0.9849569943901989,False
heldout,switching_memory,1006,no_memory,242.5135,0.1698865227622265,0.02885832293612579,10.678851349029898,0,1.25,1,5,0.8,0.1582067976109846,0.006403845688423506,0.4471613856730583,0.8322924244609805,0.9674412662120492,0.9786647638501225,False
heldout,switching_memory,1007,no_memory,221.98439583333334,0.17666394803350755,0.03120711458923027,11.896486725123749,0,1.25,1,5,0.8,0.17022043507083817,0.00993747030255932,0.4517960713040421,0.8222234603227501,0.9762485159180577,0.9869892741583559,False
heldout,switching_memory,1008,no_memory,237.44707291666666,0.16373331098001306,0.026805607921005326,10.501554383921972,0,1.25,1,5,0.8,0.1442037769115857,0.007825868915738318,0.4517644165381806,0.8422889684070205,0.9653979269521177,0.9810462692972393,False
heldout,switching_memory,1009,no_memory,226.67971875,0.16565901405516972,0.027440065133859565,10.819858887656608,0,1.25,1,5,0.8,0.1509328247193808,0.007399050859038842,0.45298354450923606,0.8399442213585763,0.9652397022998794,0.9824586513052562,False
heldout,switching_memory,1010,no_memory,233.78170833333334,0.1694486131968741,0.028709948369214422,11.264250299246962,0,1.25,1,5,0.8,0.15768901504032287,0.007158626372368843,0.45245659546197736,0.8342326574581962,0.968623473211133,0.9831552553606123,False
heldout,switching_memory,1011,no_memory,231.58794791666665,0.18593623547380858,0.03456910122437366,13.828775968924129,0,1.25,1,5,0.8,0.18877378664694014,0.010557354530627311,0.4526896166898447,0.8006290829092524,0.9703165732138758,0.9861833677767774,False
heldout,switching_memory,1012,no_memory,235.06817708333335,0.1852019480392923,0.03429660589834886,12.817458642260528,0,1.25,1,5,0.8,0.19074497662326237,0.007588964309506884,0.4475207498138408,0.8051526378039466,0.9684152509374853,0.985236733985829,False
heldout,switching_memory,1013,no_memory,234.97446875,0.18019750613231653,0.032468006560141524,12.27042716437739,0,1.25,1,5,0.8,0.17742424971462065,0.008040004857307784,0.44847722599182543,0.8148027835953272,0.964868662638128,0.9824577261266597,False
heldout,switching_memory,1014,no_memory,226.8298125,0.1654951702712793,0.02738577240382432,10.423017807857738,0,1.0,1,5,0.8,0.1520016335430509,0.005895558681501595,0.45296912406676454,0.838850212165934,0.9649679169926836,0.980274885923393,False
heldout,switching_memory,1015,no_memory,257.55803125,0.16318412831125953,0.026626159939483942,10.160833984241743,0,1.25,1,5,0.8,0.1448592427289654,0.006717420768594093,0.4518724967105311,0.8423276590023268,0.973277435103026,0.9814658616415801,False
heldout,switching_memory,1016,no_memory,234.43615625,0.16999792944822825,0.028896274769328236,11.162484856298759,0,1.25,1,5,0.8,0.15943295078936395,0.005503855321969798,0.4505613578608649,0.832857560709444,0.9708159891532105,0.9826712709694169,False
heldout,switching_memory,1017,no_memory,249.17705208333334,0.17104662059533113,0.029253922501319623,11.288445471393215,0,1.75,1,5,0.8,0.15776380084432862,0.007456344729066703,0.44895841056089586,0.8312318688289535,0.9656527379952436,0.9841772587573578,False
heldout,switching_memory,1018,no_memory,246.14836458333335,0.17779445012043282,0.03160772887918812,12.595932146503054,0,1.0,1,5,0.8,0.1758410720009145,0.006485198803443563,0.4575689874917489,0.819697239443352,0.9719824836336469,0.986413577059382,False
heldout,switching_memory,1019,no_memory,254.26879166666666,0.17433893044619814,0.03039106795913903,11.491295631484107,0,1.75,1,5,0.8,0.16354453970467464,0.007893171210416331,0.44840211553595555,0.8255700242501735,0.96407126621089,0.9831683236997846,False
heldout,switching_memory,1020,no_memory,247.83929166666667,0.17610252453781416,0.031009145048508085,11.234536119237715,0,1.0,1,5,0.8,0.17334334154765774,0.0067412196809704525,0.4489560658298183,0.8220728527632143,0.967413516385633,0.9807066553490155,False
heldout,switching_memory,1021,no_memory,263.8738020833333,0.16910774897239272,0.028594380608657256,11.505488458806456,0,1.0,1,5,0.8,0.15867513115472728,0.005586500537779133,0.4549808638050193,0.8347141749474842,0.970532417990737,0.9818056733691707,False
heldout,switching_memory,1022,no_memory,240.26595833333334,0.16713879881712723,0.02793241017579089,10.889810997660158,0,1.25,1,5,0.8,0.15181643338014153,0.006875758820282986,0.4553702032384369,0.8368011804904113,0.9661942654805634,0.9831087716602469,False
heldout,switching_memory,1023,no_memory,331.26058333333333,0.17188166920441741,0.029540386241273864,11.183979255985747,0,1.0,1,5,0.8,0.16499719443430413,0.00589236854836285,0.4504401840544582,0.8301201564219042,0.9700172265051309,0.9821104767081072,False
heldout,switching_memory,1024,no_memory,308.58621875,0.15160750335280285,0.022982003072043056,9.583439957155521,0,1.25,1,5,0.8,0.12447644851428752,0.007782603528933416,0.46058277319413105,0.8592784488011301,0.97072293003048,0.979953336813696,False
heldout,switching_memory,1025,no_memory,294.17328125,0.1726721969010439,0.029812676327167515,11.760312665421969,0,1.25,1,5,0.8,0.1631776772646978,0.008692452931330438,0.4536945578570888,0.8288705622759984,0.9676450566702935,0.983664658274917,False
heldout,switching_memory,1026,no_memory,264.9006041666667,0.17829731044117503,0.03178680786402519,12.091833834890062,0,0.75,1,5,0.8,0.17904884419540695,0.005503870843919099,0.45343898722124143,0.8190743973122172,0.9768603179958966,0.9828627691489,False
heldout,switching_memory,1027,no_memory,237.81667708333333,0.15781157868653845,0.024901386958265704,9.84882878334186,0,0.75,1,5,0.8,0.13764948939814364,0.006392655838032719,0.45702617967966896,0.8506252440279342,0.9726702218005877,0.9843296569398194,False
heldout,switching_memory,1028,no_memory,232.745875,0.16287341371056135,0.026524866135178644,10.657015631403711,0,1.0,1,5,0.8,0.1446942868643527,0.006282151553091864,0.4556218824304255,0.8441021982898745,0.9707625579757244,0.9830529842702858,False
heldout,switching_memory,1029,no_memory,242.0253125,0.1717585981772477,0.029497902642053566,11.594831147223926,0,1.0,1,5,0.8,0.16439153763660164,0.005386617279149844,0.4541028479682994,0.8305755376811904,0.9720706480932688,0.9843184415890447,False
heldout,switching_memory,1030,no_memory,260.13530208333333,0.16946972044496555,0.028716904120088482,11.09981997077116,0,1.25,1,5,0.8,0.15799591674098484,0.00840600111942079,0.4522850962263225,0.8338456077796308,0.9707685059538438,0.9823802106802902,False
development,gain_resource_shift,101,no_workspace,353.5387395833333,0.2510009055029524,0.037384670689777515,11.297079750374742,0,1.0,3,5,0.4,,,0.37104201616546273,0.8085400564628127,0.9705254334841514,0.9840971306646299,False
development,gain_resource_shift,102,no_workspace,368.91634375,0.2532340477160929,0.03710614631859329,11.594899454789834,0,1.0,3,5,0.4,,,0.3697614774146969,0.7940401067964151,0.9768420741959994,0.9886269482356073,False
development,gain_resource_shift,103,no_workspace,353.3658958333333,0.23489401749158387,0.03531307603390011,9.764279710511953,0,1.0,3,5,0.4,,,0.3796513661694918,0.8544487958195954,0.9675208392266001,0.9791298773983012,False
development,gain_resource_shift,104,no_workspace,367.45684375,0.23803635751117502,0.035666560205924396,10.093113582867987,0,1.0,3,5,0.4,,,0.37858396591941573,0.842616756828569,0.9739370611476964,0.9834575147781718,False
development,gain_resource_shift,105,no_workspace,384.78239583333334,0.25112323955009735,0.03583502577284577,11.32958047342341,0,1.0,3,5,0.4,,,0.3710929029181209,0.8040090922931707,0.974025783321279,0.9854845432559844,False
development,switching_memory,101,no_workspace,335.1934479166667,0.058338266048240335,0.0034002781885893846,13.99177635473609,0,0.8,0,5,1.0,0.012587836248520456,0.00010311037318161837,0.5597744348641209,0.9826251554283221,0.9636392362715133,0.9863011759581533,True
development,switching_memory,102,no_workspace,372.923625,0.054175648501300015,0.002932250171432524,10.812132142248345,0,0.8,0,5,1.0,0.011043015959797946,7.898734554346688e-05,0.558475867827222,0.9843920112830711,0.9669159256990456,0.9856317396403307,True
development,switching_memory,103,no_workspace,485.0466354166667,0.06123088574804386,0.0037463959793003717,13.469045006581753,0,1.0,0,5,1.0,0.014273325348354899,9.922096147949666e-05,0.5562724758409175,0.9808574485150806,0.9585659713909201,0.9866393845137503,True
development,switching_memory,104,no_workspace,390.6383020833333,0.06402551737639832,0.004096284731565086,13.570586925447122,0,1.2,0,5,1.0,0.015906204196819915,0.00010908829868691081,0.5543243635817987,0.9792462938617678,0.9596296608297094,0.9865948371005541,False
development,switching_memory,105,no_workspace,387.1294375,0.05666703496943699,0.003208218892130452,14.333182634161835,0,0.8,0,5,1.0,0.013176479594581882,0.00011684281422526496,0.5611509374727636,0.9839077493907958,0.9668876087483965,0.9874966756248545,True
heldout,gain_resource_shift,1001,no_workspace,438.1027395833333,0.24168955077186446,0.04044458445731015,10.202810588236648,0,1.0,3,5,0.4,,,0.3575725565365773,0.8226687712592786,0.9722772844595564,0.9837386669610194,False
heldout,gain_resource_shift,1002,no_workspace,387.35340625,0.24139151374186923,0.03998226618716424,10.213045166196986,0,1.0,3,5,0.4,,,0.35028547940563065,0.8150012741320527,0.9714549920914927,0.9844883672865414,False
heldout,gain_resource_shift,1003,no_workspace,370.82841666666667,0.2518727604551734,0.041963546755754845,11.410576050122913,0,1.5,3,5,0.4,,,0.3516490618104739,0.7894780446680352,0.9723722150566539,0.9868892828475584,False
heldout,gain_resource_shift,1004,no_workspace,643.3193645833334,0.23919756211697796,0.04018591277678861,9.94813990358171,0,1.0,3,5,0.4,,,0.35516626361954523,0.8342824467836385,0.9684631115854327,0.980912678379766,False
heldout,gain_resource_shift,1005,no_workspace,399.8335104166667,0.2511876827351729,0.04031262893081766,11.393682175855188,0,1.0,3,5,0.4,,,0.35180894990131945,0.7908310478812584,0.9751648937399245,0.9889113252416749,False
heldout,gain_resource_shift,1006,no_workspace,387.7414479166667,0.24458211743747885,0.040755129852850284,10.531946940347051,0,1.5,3,5,0.4,,,0.35635545044320366,0.8170810925037298,0.9693585030245201,0.982400822762973,False
heldout,gain_resource_shift,1007,no_workspace,421.0446875,0.24432651456376706,0.040915481179867236,10.5214206692769,0,1.0,3,5,0.4,,,0.35585076382298103,0.81409495211941,0.9764809850577686,0.9874148499125577,False
heldout,gain_resource_shift,1008,no_workspace,410.7532916666667,0.238609906026571,0.03871730852476757,9.930556785636744,0,0.5,3,5,0.4,,,0.3529931653745629,0.829484847044396,0.9724184263024936,0.9848493981030085,False
heldout,gain_resource_shift,1009,no_workspace,497.3212604166667,0.25234313903983896,0.04234939223920045,11.41234396346354,0,1.5,3,5,0.4,,,0.3507676350761761,0.7875720517091842,0.9706406355624043,0.9857591723243165,False
heldout,gain_resource_shift,1010,no_workspace,385.8807708333333,0.26231046207300035,0.04363998216440202,12.614196676690549,0,1.5,3,5,0.4,,,0.35041386432819716,0.7423305554914548,0.9746097997603523,0.9892977816587187,False
heldout,gain_resource_shift,1011,no_workspace,378.8265,0.25156727318386285,0.041273009806190995,11.461098962713884,0,1.5,3,5,0.4,,,0.3510007540046206,0.783459539324466,0.9737567137060981,0.9863474675301959,False
heldout,gain_resource_shift,1012,no_workspace,369.41959375,0.2463484512720354,0.04082726486626615,10.799148548804425,0,1.0,3,5,0.4,,,0.3569036654810875,0.8141315559762178,0.971854675274742,0.9851790729827804,False
heldout,gain_resource_shift,1013,no_workspace,306.2105625,0.24022631274403472,0.04051763527743734,9.995302053798827,0,1.0,3,5,0.4,,,0.35666189057197,0.8200069348428686,0.970856754932974,0.9816332680755382,False
heldout,gain_resource_shift,1014,no_workspace,294.09541666666667,0.2569434375401873,0.041610694058427954,12.026400529064242,0,1.5,3,5,0.4,,,0.3492706355404179,0.7624761352080678,0.9742387413880325,0.9888332430344476,False
heldout,gain_resource_shift,1015,no_workspace,303.2914375,0.2437160010245071,0.04076552680571002,10.517571533634737,0,1.0,3,5,0.4,,,0.3556085126860335,0.817459842068851,0.9728468944540177,0.9855773138433445,False
heldout,gain_resource_shift,1016,no_workspace,430.8789479166667,0.24351430548109881,0.04053979965414468,10.496782792191619,0,1.0,3,5,0.4,,,0.35613947544456626,0.823641037618195,0.974123820983147,0.9852309318086536,False
heldout,gain_resource_shift,1017,no_workspace,315.4053541666667,0.2567155450496985,0.04137488214621738,12.004111433054243,0,1.5,3,5,0.4,,,0.3499685711377368,0.763830903862011,0.9747059487708696,0.9882342887857523,False
heldout,gain_resource_shift,1018,no_workspace,326.64903125,0.24968243177188318,0.041377156677864034,11.125217393226768,0,1.5,3,5,0.4,,,0.35544319323541373,0.800924692123402,0.9690668015452575,0.9840516466603445,False
heldout,gain_resource_shift,1019,no_workspace,348.8645416666667,0.24724348092430115,0.04125353079955733,10.865977535690774,0,1.0,3,5,0.4,,,0.3546487980766384,0.8040375900519999,0.971316567817135,0.9836487136038213,False
heldout,gain_resource_shift,1020,no_workspace,313.3570208333333,0.24627277762817784,0.03984820157070868,10.800423482429016,0,1.5,3,5,0.4,,,0.35066853999582487,0.8068807926867848,0.9711753278441687,0.9843056789527866,False
heldout,gain_resource_shift,1021,no_workspace,322.1875520833333,0.2496343702142337,0.04164616288628492,11.078280629678089,0,1.5,3,5,0.4,,,0.3541861433992142,0.801925341506561,0.9672862888034611,0.9811872865728433,False
heldout,gain_resource_shift,1022,no_workspace,339.08265625,0.2522782922050699,0.04215182191903435,11.408095735664121,0,1.5,3,5,0.4,,,0.3514211183309183,0.7855581472274318,0.9671077449992488,0.9827312977048165,False
heldout,gain_resource_shift,1023,no_workspace,325.15397916666666,0.2369835836559831,0.038723886044276117,9.64182704244946,0,0.5,3,5,0.4,,,0.35215693681104193,0.8331812748966408,0.9688103412400212,0.9808298640311578,False
heldout,gain_resource_shift,1024,no_workspace,380.3796666666667,0.24172767142094598,0.04060908267551669,10.206878501162004,0,1.5,3,5,0.4,,,0.35364047695038237,0.829189403190105,0.9674135412275965,0.9810608341961831,False
heldout,gain_resource_shift,1025,no_workspace,308.42925,0.23518994376472085,0.039978533132082716,9.287538934435627,0,0.5,3,5,0.4,,,0.3558307446716664,0.836093953877658,0.9687367039438565,0.9797801996436428,False
heldout,gain_resource_shift,1026,no_workspace,327.4686666666667,0.2545795541005927,0.041241770364515054,11.693728609532153,0,1.5,3,5,0.4,,,0.3488569131217281,0.7765291001114638,0.9692928954338621,0.9850953258646981,False
heldout,gain_resource_shift,1027,no_workspace,410.9998229166667,0.24154637651775923,0.04062400533946014,10.20083154091356,0,1.0,3,5,0.4,,,0.35591137742819307,0.8192622993266613,0.9746701446098461,0.984814830933273,False
heldout,gain_resource_shift,1028,no_workspace,363.77315625,0.24114866188184253,0.03991533382155568,10.211063854078008,0,1.0,3,5,0.4,,,0.3613479855491462,0.8311047714935004,0.9713531903496042,0.9843450962356669,False
heldout,gain_resource_shift,1029,no_workspace,444.5168541666667,0.24390561871304076,0.040591453689330155,10.512867394671607,0,1.5,3,5,0.4,,,0.34749996475900563,0.810484948429956,0.965662300842907,0.9819243304801593,False
heldout,gain_resource_shift,1030,no_workspace,396.2967916666667,0.2364496825828265,0.03953711931337992,9.615654208593154,0,0.5,3,5,0.4,,,0.3604116239666233,0.8437876223158353,0.9748057831022555,0.9848486113463285,False
heldout,switching_memory,1001,no_workspace,353.36747916666667,0.061527286285699916,0.003782497181260757,13.651243630473582,0,1.0,0,5,1.0,0.012835690541134936,9.916749933282417e-05,0.5264195258095843,0.9785944965623288,0.959562243086661,0.9868626997788134,True
heldout,switching_memory,1002,no_workspace,344.2495520833333,0.062488982208922315,0.003901903258429445,13.892719024745034,0,1.2,0,5,1.0,0.014344498082531108,9.998533276538538e-05,0.5277329233570197,0.9774513347515282,0.9573130068455308,0.9850851099454399,True
heldout,switching_memory,1003,no_workspace,331.60102083333334,0.05310545790574858,0.0028169313481961264,15.660637755069251,0,0.4,0,5,1.0,0.012646035097449758,0.00011406414385866731,0.5357529488808686,0.983782677578549,0.9778389321645108,0.9916348330652182,True
heldout,switching_memory,1004,no_workspace,386.9097291666667,0.05848547705358132,0.003417329923252443,14.372746631759478,0,0.8,0,5,1.0,0.012690804252391354,0.00010654698980097353,0.5287877010595011,0.9808935798503683,0.9622321861121174,0.9897549209116897,True
heldout,switching_memory,1005,no_workspace,425.0961666666667,0.05847033647627154,0.0034158368767546097,13.488173436369815,0,1.0,0,5,1.0,0.01342022307599546,9.915302069271725e-05,0.5298090457998728,0.9807617758128367,0.9670326803386257,0.9892580769370158,True
heldout,switching_memory,1006,no_workspace,373.1376041666667,0.058402104639721134,0.003407698146234223,12.54989297900183,0,1.0,0,5,1.0,0.011807834284798072,9.551347330888365e-05,0.5272197165434042,0.9809630423390927,0.9617023242853214,0.9836424409166119,True
heldout,switching_memory,1007,no_workspace,370.0920208333333,0.05888822500128152,0.003464787098245979,13.920680271822226,0,1.0,0,5,1.0,0.013597584496816431,0.00010369256422335988,0.5300381608673035,0.9805279652718076,0.9729965515183702,0.9915672253581621,True
heldout,switching_memory,1008,no_workspace,352.75780208333333,0.05917163347566469,0.003498293004706061,12.196773662765912,0,0.8,0,5,1.0,0.01209509492598362,8.834114338315337e-05,0.5264500938202588,0.9802344766676705,0.9605089898738068,0.9856703319539931,True
heldout,switching_memory,1009,no_workspace,338.44166666666666,0.05627221750957204,0.003163718659573232,12.618627257475898,0,0.8,0,5,1.0,0.01257930977069266,9.098348466255855e-05,0.5299639705328006,0.9821379524617628,0.960184125321805,0.9867628001311451,True
heldout,switching_memory,1010,no_workspace,342.03321875,0.0574303584807229,0.003295361930094907,13.135235414449639,0,0.8,0,5,1.0,0.012262652363387277,9.500320481308079e-05,0.5292441771919858,0.9815318968321789,0.9642261482014994,0.9878154313052695,True
heldout,switching_memory,1011,no_workspace,337.29621875,0.059271407526349545,0.003509917312356671,16.13248619228597,0,0.6,0,5,1.0,0.012856933266422232,0.00011618258859621951,0.5298087875610209,0.9793647765225291,0.9661832946240919,0.9909870570522312,True
heldout,switching_memory,1012,no_workspace,353.8361354166667,0.061689338539961135,0.003802418830298074,15.05855832856117,0,1.0,0,5,1.0,0.015247023893153959,0.00011822673095988164,0.5274391944413755,0.9783713214256733,0.9633200291772711,0.989354782413096,False
heldout,switching_memory,1013,no_workspace,353.3808854166667,0.06175633722141017,0.003810710530839805,14.333962784072144,0,0.8,0,5,1.0,0.013410684935011276,0.00010709099325991534,0.5257314819203344,0.9786222145410932,0.9596491187222306,0.9868351259251525,True
heldout,switching_memory,1014,no_workspace,335.1103958333333,0.0551954916459559,0.0030436633187433822,12.16759548805409,0,0.8,0,5,1.0,0.011749156858563346,9.324815028968959e-05,0.5303865600483374,0.9827658939095356,0.9602285587468634,0.9848015391183742,True
heldout,switching_memory,1015,no_workspace,357.02451041666666,0.058383253944377024,0.003405704547911934,11.846407673510006,0,1.0,0,5,1.0,0.01216337765037281,8.721761282804282e-05,0.5283730162566973,0.9805185294782982,0.9686072958434302,0.986040641953196,True
heldout,switching_memory,1016,no_workspace,383.54496875,0.06108397299378102,0.0037282305093484136,12.989644572306347,0,1.2,0,5,1.0,0.013831247028081157,9.455074388491327e-05,0.5260305322616813,0.9790590026891666,0.9663414057631338,0.9874286053376132,True
heldout,switching_memory,1017,no_workspace,389.5416875,0.0638575379300253,0.004074761234721092,13.118320656569539,0,1.4,0,5,1.0,0.014048550126471741,9.348229757889176e-05,0.5235285538185165,0.9771643890102388,0.9607027990440016,0.9883526299848949,True
heldout,switching_memory,1018,no_workspace,330.4013645833333,0.05751513129490281,0.0033048527134309537,14.604060244017182,0,0.8,0,5,1.0,0.012403179765445208,0.0001048032837499839,0.5318491181783193,0.981197343331101,0.968514650901651,0.9896699722885677,True
heldout,switching_memory,1019,no_workspace,381.91525,0.06251820437367565,0.0039055311681234044,13.450145141211971,0,1.2,0,5,1.0,0.012422142349523758,9.952020940213801e-05,0.5266512113304762,0.9778417633863713,0.9585163257092293,0.9874785824203975,True
heldout,switching_memory,1020,no_workspace,310.16834375,0.05943824741361326,0.0035299511555185446,13.214302318454907,0,1.0,0,5,1.0,0.015101448755286203,0.00010538812891606065,0.5296527524727553,0.97998398062837,0.9631489764887263,0.9857938003247758,False
heldout,switching_memory,1021,no_workspace,306.7649166666667,0.05738790373580836,0.0032903213413378683,13.339773275654702,0,0.8,0,5,1.0,0.012342285128929112,9.325188136861339e-05,0.529232384748512,0.9814863782139499,0.9664689965076096,0.9868088780139712,True
heldout,switching_memory,1022,no_workspace,309.3872291666667,0.059876657191269576,0.0035822461821595733,12.546889526859864,0,1.0,0,5,1.0,0.012498310910763415,9.039606136424673e-05,0.5262653286432553,0.9798620575956866,0.9619020690905447,0.9867211216493437,True
heldout,switching_memory,1023,no_workspace,336.98971875,0.05666067423526764,0.0032075100375722164,13.108232640784172,0,0.8,0,5,1.0,0.012788844871726258,0.00010102309427976589,0.5294149521179325,0.9822349386418769,0.9656546491196142,0.9867899731739261,True
heldout,switching_memory,1024,no_workspace,318.5604479166667,0.05229248323179434,0.0027316718017204307,11.064453300188982,0,0.8,0,5,1.0,0.010678552792110314,7.576517517160136e-05,0.533324251580911,0.9838706299739431,0.9668277621067354,0.9849096722540377,True
heldout,switching_memory,1025,no_workspace,304.83003125,0.05703715794162769,0.003250226130592822,13.728347016129057,0,0.8,0,5,1.0,0.012396914276073673,9.601668444941843e-05,0.5312768280734133,0.9815505223929766,0.9629229311989725,0.9880810249040416,True
heldout,switching_memory,1026,no_workspace,418.5710208333333,0.05671898806036476,0.0032139205600602515,14.149724147613739,0,0.6,0,5,1.0,0.013006026569601047,0.00010801538109455256,0.5319669555930358,0.9818691395223746,0.9734944921052605,0.9876960597838154,True
heldout,switching_memory,1027,no_workspace,358.89553125,0.051688509777783914,0.0026685946337762496,11.475943349701796,0,0.6,0,5,1.0,0.010561096932015419,8.317069478486737e-05,0.5337812147543152,0.9846402759193486,0.9697583761423995,0.9884769627383762,True
heldout,switching_memory,1028,no_workspace,369.6383229166667,0.05931520045750078,0.0035154102467604576,12.319935587758918,0,1.0,0,5,1.0,0.012830002009239755,8.714708315202025e-05,0.5283332514499607,0.9798988721439258,0.9665908142138601,0.9870519049937438,True
heldout,switching_memory,1029,no_workspace,400.5293854166667,0.05668926045379825,0.0032105588450389,13.496099082055972,0,0.8,0,5,1.0,0.011954301124637742,9.793729994987851e-05,0.5300431100437669,0.9820925707749962,0.9681462894658533,0.9884114929535418,True
heldout,switching_memory,1030,no_workspace,350.738375,0.056176101043526126,0.003152672300846166,12.969415114078899,0,0.8,0,5,1.0,0.012918516715088126,9.470190478409578e-05,0.5300733674386705,0.9823366301030099,0.9663696555236116,0.9873455665894474,True
development,gain_resource_shift,101,no_self_model,389.2047708333333,0.18303479583536217,0.00788495261296818,11.120812158562387,0,0.6,0,5,1.0,,,0.37912408519876234,0.7036142239304919,0.9770572953140632,0.9722251501753046,True
development,gain_resource_shift,102,no_self_model,267.3378645833333,0.1861623835408393,0.007635096441523409,11.41501580393438,0,0.6,0,5,1.0,,,0.3802199720788969,0.6947376610550372,0.9822817091178363,0.9733284798179732,True
