seed,family,topology,resource,mode,loss,cost,post_switch_loss,return_loss,saturation,violations,runtime_seconds
901001,linear,rewired,scarce,reverse,0.0058962157592815515,0.3925935811290817,0.012263982771278888,0.0009966447647262635,0.03125,0,0.018720097000311853
901001,linear,rewired,scarce,generic_nonlinear,0.0058962157592815515,0.3925935811290817,0.012263982771278888,0.0009966447647262635,0.03125,0,0.016800200000602672
901001,linear,rewired,scarce,generic_equivalent,0.0058962157592815515,0.3925935811290817,0.012263982771278888,0.0009966447647262635,0.03125,0,0.016374036999650343
901001,linear,rewired,scarce,signed_intensity,0.0058962157592815515,0.3925935811290817,0.012263982771278888,0.0009966447647262635,0.03125,0,0.029384052000125394
901001,linear,rewired,scarce,gradient,0.006917276669319823,0.3925143354497557,0.014413491750732992,0.0017324864278512242,0.03125,0,0.0162296960003232
901001,linear,rewired,scarce,zero_negative,0.23892270402689206,0.0,0.26451020621455185,0.18155848604366598,1.0,0,0.014898934999735047
901001,linear,absent,ample,full,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.018421507999562436
901001,linear,absent,ample,no_K,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.018482794999897578
901001,linear,absent,ample,no_W,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.018337680000058754
901001,linear,absent,ample,no_WK,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.018273074999967776
901001,linear,absent,ample,retuned_zero,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.02404755999992858
901001,linear,absent,ample,rewired,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.017989593000152126
901001,linear,absent,ample,reverse,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.018613715999833857
901001,linear,absent,ample,generic_nonlinear,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.01662374000005684
901001,linear,absent,ample,generic_equivalent,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.016116236000527806
901001,linear,absent,ample,signed_intensity,0.002256267341096133,0.4589187044469071,0.004379748639143802,0.00015469874076786934,0.03125,0,0.031382377999591426
901001,linear,absent,ample,gradient,0.00247746331648008,0.4586069731817455,0.005536285114367999,0.0002985463717383734,0.03125,0,0.015501619000076516
901001,linear,absent,ample,zero_negative,0.23892270402689206,0.0,0.26451020621455185,0.18155848604366598,1.0,0,0.014522896999778823
901001,linear,absent,scarce,full,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.01874748900013401
901001,linear,absent,scarce,no_K,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.01828574999990451
901001,linear,absent,scarce,no_W,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.018558492999829923
901001,linear,absent,scarce,no_WK,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.018400731999520303
901001,linear,absent,scarce,retuned_zero,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.02352996700045651
901001,linear,absent,scarce,rewired,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.01780041399968013
901001,linear,absent,scarce,reverse,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.01797383500036176
901001,linear,absent,scarce,generic_nonlinear,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.016739457000596758
901001,linear,absent,scarce,generic_equivalent,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.016332327999236895
901001,linear,absent,scarce,signed_intensity,0.009511766118832202,0.39748532971594686,0.017160525319509845,0.0024508412658986634,0.03125,0,0.029280315000335122
901001,linear,absent,scarce,gradient,0.010028571778120292,0.39753054068392235,0.01791257141631687,0.0026227603186041097,0.03125,0,0.015451843999755965
901001,linear,absent,scarce,zero_negative,0.23892270402689206,0.0,0.26451020621455185,0.18155848604366598,1.0,0,0.014954315000125007
901001,congestion,aligned,ample,full,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.019411574000059773
901001,congestion,aligned,ample,no_K,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.01845036400021627
901001,congestion,aligned,ample,no_W,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.017933736999623306
901001,congestion,aligned,ample,no_WK,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.018532655000058185
901001,congestion,aligned,ample,retuned_zero,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.02477214500044056
901001,congestion,aligned,ample,rewired,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.018058460000361265
901001,congestion,aligned,ample,reverse,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.01869314700019231
901001,congestion,aligned,ample,generic_nonlinear,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.017265389999806757
901001,congestion,aligned,ample,generic_equivalent,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.016677642999866293
901001,congestion,aligned,ample,signed_intensity,0.0030145548024064833,0.46385852364173774,0.008550997108621256,0.0013261411690460487,0.03125,0,0.029525646000422512
