candidate,kind,replicate,mean_selection_loss,train_steps,train_seconds,actor_parameters
ppo-25,ppo,2,110.68499671331504,32768,42.54253241599997,10968
ppo-26,ppo,0,87.207787361802,32768,38.86921084699998,10968
ppo-26,ppo,1,108.73642337254974,32768,38.872247238,10968
ppo-26,ppo,2,103.47624311200343,32768,38.99895621799999,10968
ppo-27,ppo,0,105.64374650534916,32768,42.30428777399993,10968
ppo-27,ppo,1,84.84773479993196,32768,42.59002153899996,10968
ppo-27,ppo,2,96.51266183755878,32768,42.115184621000026,10968
ppo-28,ppo,0,107.43499801825318,32768,19.911940362999985,10968
ppo-28,ppo,1,56.90559805432955,32768,19.850238067999953,10968
ppo-28,ppo,2,106.91757643015849,32768,20.019735367000067,10968
ppo-29,ppo,0,90.028956137908,32768,30.014714851000008,10968
ppo-29,ppo,1,59.96019590325239,32768,30.15421973299999,10968
ppo-29,ppo,2,100.1505818056046,32768,30.208210714000074,10968
ppo-30,ppo,0,73.9356168989713,32768,43.14367813699994,10968
ppo-30,ppo,1,103.55352931793054,32768,43.26708858500001,10968
ppo-30,ppo,2,108.13924848417649,32768,43.32182361900004,10968
ppo-31,ppo,0,102.56136626486357,32768,41.565857663999964,10968
ppo-31,ppo,1,107.57109293075173,32768,41.79092225399995,10968
ppo-31,ppo,2,105.22603936752097,32768,41.677371509999944,10968
ppo-32,ppo,0,106.69942527895587,32768,42.467936620000046,10968
ppo-32,ppo,1,80.78833213343749,32768,42.479800404000116,10968
ppo-32,ppo,2,109.6989324601988,32768,42.95538377799994,10968
ppo-33,ppo,0,86.27028993382635,32768,39.1193432890002,10968
ppo-33,ppo,1,31.88308456584087,32768,39.14090162699995,10968
ppo-33,ppo,2,106.34609448268183,32768,38.92636140900004,10968
ppo-34,ppo,0,106.78764373271001,32768,42.86411897100004,10968
ppo-34,ppo,1,105.43389339460475,32768,43.1188285799999,10968
ppo-34,ppo,2,108.97235436897932,32768,43.11444330799998,10968
ppo-35,ppo,0,105.44151479978528,32768,42.062951098999974,10968
ppo-35,ppo,1,102.66354470446498,32768,41.962414045999935,10968
ppo-35,ppo,2,82.46918896606398,32768,42.05274831999998,10968
ppo-36,ppo,0,104.7161913661079,32768,40.932237186000066,10968
ppo-36,ppo,1,103.177537560256,32768,41.11739669199983,10968
ppo-36,ppo,2,108.20943592307674,32768,40.834130220999896,10968
ppo-37,ppo,0,102.7908519351234,32768,38.66178671599994,10968
