controller,seed,family,regime,mean_tracking_loss,tracking_rmse,mean_action_cost,hard_violations,tracking_pass,failure_rate,recovery_fraction,mean_recovery_steps,recovery_censored,initial_tail_loss,return_tail_loss,return_loss_change,mean_stockout,mean_overflow,censored_transition_fraction,action_seconds,learning_seconds,controller_seconds
paired_lesion,52002,cooperative_inventory,diagonal,0.008837757718251075,0.09400934910024149,3.198180930303564,0,True,0.0,1.0,4.666666666666667,0,0.00046464270153685576,0.0003991503389895384,-6.549236254731737e-05,0.0006333302837825028,0.0005316159047992828,0.162109375,0.11755413895298261,0.0194806909566978,0.1370348299096804
diagonal,52002,cooperative_inventory,diagonal,0.008630858068198986,0.09290241153058938,3.1848911348644346,0,True,0.0,1.0,4.666666666666667,0,0.0006055470766876323,0.00028717633253980525,-0.000318370744147827,0.0005937902100528478,0.0005644623281788814,0.169921875,0.10179454497847473,0.017491317048552446,0.11928586202702718
shuffled,52002,cooperative_inventory,diagonal,0.008663342553017404,0.0930770785586731,3.1753069318663254,0,True,0.0,1.0,4.666666666666667,0,0.00039652865143595633,0.00014075025282984805,-0.0002557783986061083,0.0007078551166790191,0.0007291608537152148,0.1748046875,0.09852385098201921,0.017824793976615183,0.1163486449586344
signed_intensity,52002,cooperative_inventory,misaligned,0.009037973188010136,0.09506825541688528,3.0973331455052504,0,True,0.0,1.0,4.333333333333333,0,0.0001553835538241247,8.678888668965575e-05,-6.859466713446895e-05,0.001648611530626007,0.0008985507091553002,0.2548828125,0.08846828105743043,0.017682162957498804,0.10615044401492923
zero,52002,cooperative_inventory,misaligned,0.07789760061383039,0.27910141635941293,0.0,0,False,1.0,0.0,,3,0.07478633653770486,0.07478633653770486,0.0,0.011582163809337416,0.0,0.962890625,0.001639128924580291,0.0002762290241662413,0.0019153579487465322
hold,52002,cooperative_inventory,misaligned,0.039019142690316075,0.19753263702567248,2.3346657199016807,0,False,1.0,0.3333333333333333,4.0,2,0.036421805319490616,0.0346677732026215,-0.0017540321168691142,0.0004732925134876096,0.0,0.0556640625,0.0017077610027627088,0.00023915900965221226,0.001946920012414921
paired,52002,cooperative_inventory,misaligned,0.009037973188010136,0.09506825541688528,3.0973331455052504,0,True,0.0,1.0,4.333333333333333,0,0.0001553835538241247,8.678888668965575e-05,-6.859466713446895e-05,0.001648611530626007,0.0008985507091553,0.2548828125,0.0872624310068204,0.01821076997293858,0.10547320097975899
paired_lesion,52002,cooperative_inventory,misaligned,0.009666543834464966,0.09831858336278532,3.1304536407003996,0,True,0.0,1.0,4.333333333333333,0,0.0008617228161273752,0.0012715388836068262,0.000409816067479451,0.0016492220586437243,0.0007686428319118582,0.2578125,0.10086191499431152,0.018464020045939833,0.11932593504025135
diagonal,52002,cooperative_inventory,misaligned,0.00922076008487026,0.09602478890823067,3.1110562605302485,0,True,0.0,1.0,4.333333333333333,0,0.0009423203020905134,0.0005182083441495405,-0.0004241119579409729,0.0018073365853131008,0.0009236101915329894,0.279296875,0.08694957800616976,0.016969113974482752,0.10391869198065251
shuffled,52002,cooperative_inventory,misaligned,0.009440387067745703,0.09716165430737428,3.136030688660471,0,True,0.0,1.0,4.333333333333333,0,0.0004179609518001769,0.0005551544073349646,0.00013719345553478765,0.0017178272364913713,0.0010880653878895712,0.275390625,0.08484531298745424,0.01790169502783101,0.10274700801528525
dense,52002,cooperative_inventory,misaligned,0.009259773597887908,0.09622771740973547,3.1338610696055706,0,True,0.0,1.0,4.666666666666667,0,0.0001192263418835909,7.883968561973578e-05,-4.038665626385511e-05,0.0012807322671647718,0.0010425959125095583,0.1806640625,0.11091650096932426,0.022079550006310456,0.13299605097563472
shuffled,52003,dynamic_tracking,paired,0.00675076207815363,0.08216302135482623,2.9494203441816094,0,True,0.0,1.0,1.3333333333333333,0,0.002685146727945984,0.0025964972009828403,-8.86495269631438e-05,,,,0.072267981035111,0.02858637800818542,0.10085435904329643
dense,52003,dynamic_tracking,paired,0.002765909617530769,0.05259191589522832,2.84816263544747,0,True,0.0,1.0,1.0,0,8.05248937652386e-05,7.84017202387134e-05,-2.1231735265252004e-06,,,,0.0902669890128891,0.044597336993319914,0.134864326006209
signed_intensity,52003,dynamic_tracking,paired,0.007012276838573154,0.08373933865617254,2.924982261539113,0,True,0.0,1.0,3.3333333333333335,0,0.00044942173806079985,0.001588764064836799,0.0011393423267759993,,,,0.06914535800751764,0.027284110015898477,0.09642946802341612
zero,52003,dynamic_tracking,paired,0.23295930028081502,0.48265857526911815,0.0,0,False,1.0,0.0,,3,0.21307256212246492,0.21257716879950522,-0.0004953933229596974,,,,0.0017203600073116831,0.0002563139933045022,0.0019766740006161854
hold,52003,dynamic_tracking,paired,0.10208198818779064,0.319502720157107,2.3734188638117,0,False,1.0,0.0,,3,0.09966594089289788,0.10151096098341311,0.001845020090515237,,,,0.0016991370430332609,0.00027086601039627567,0.0019700030534295365
paired,52003,dynamic_tracking,paired,0.007012276838573155,0.08373933865617256,2.924982261539113,0,True,0.0,1.0,3.3333333333333335,0,0.00044942173806079974,0.001588764064836799,0.0011393423267759993,,,,0.07234728702314897,0.027320843044435605,0.09966813006758457
paired_lesion,52003,dynamic_tracking,paired,0.01745911551235242,0.13213294635461825,3.0494142309361867,0,True,0.0,1.0,3.6666666666666665,0,0.012791210432903287,0.007653731737526738,-0.005137478695376549,,,,0.08214723796845647,0.026527990979957394,0.10867522894841386
diagonal,52003,dynamic_tracking,paired,0.011456489163089997,0.10703499036805673,2.9198381766883528,0,True,0.0,1.0,3.6666666666666665,0,0.002970545189889106,0.005285739859690133,0.0023151946698010267,,,,0.06846783999935724,0.024177005994715728,0.09264484599407297
dense,52003,dynamic_tracking,diagonal,0.0018507057967138132,0.04301983027295451,2.8257159947110395,0,True,0.0,1.0,0.6666666666666666,0,5.937063120904475e-05,5.511482018230142e-05,-4.255811026743335e-06,,,,0.06837243196787313,0.02912951904727379,0.09750195101514691
signed_intensity,52003,dynamic_tracking,diagonal,0.0026717665314760757,0.05168913359184961,2.8946569371462223,0,True,0.0,1.0,1.0,0,0.00037577771768276125,0.00039753761185935246,2.1759894176591216e-05,,,,0.07025023701862665,0.026549577982223127,0.09679981500084978
