seed,variant,tracking_rmse,mean_regret,mean_cost,hard_violations,mean_recovery_steps,recovery_censored,recovery_events,recovery_fraction,recall_regret,reacquisition_regret,effect_discrimination,effect_target_correlation,mean_node_homogeneity,mean_temporal_action_cosine,external_pass
1003,reset_gain_only_recall,0.05198203225238049,0.0026988733659044175,15.674623506020405,0,0.4,0,5,1.0,0.011938415725516086,0.00011389190858280738,0.5362380029650539,0.9845093041664205,0.9777323530761497,0.9915410810404149,True
1003,freeze_capacity_recall,0.05683305554622366,0.003226737891537036,15.609928554545798,0,0.4,0,5,1.0,0.01533995423346971,0.0004544326974184023,0.5339950590216507,0.9812820835548044,0.978294288432953,0.9915350346813785,False
1003,reset_freeze_capacity_recall,0.05106315379201614,0.0026041873640039845,15.694544189319608,0,0.2,0,5,1.0,0.011944754307077395,0.00011368946359327918,0.5369288312769251,0.9850377982359095,0.9775683453402603,0.9914270971637219,True
1003,unit_confidence_recall,0.03124286507914941,0.0009728583071708253,16.29493931989937,0,0.4,0,5,1.0,0.0016953610278726467,2.998420421751494e-07,0.5577518467768735,0.9938039060948974,0.9763238571993252,0.9914426567578062,True
1003,zero_noise,0.05069215921691575,0.0025696950060731367,15.701196264691953,0,0.2,0,5,1.0,0.01193779852594853,0.00011407548952001992,0.5378856325607412,0.9852830486931997,0.9775864190851404,0.9914002537766068,True
1003,gate_small_action_updates,0.050714533452741906,0.0025687055921461703,15.701173471681736,0,0.2,0,5,1.0,0.01192974794808962,0.00011388578314615082,0.5371588031264473,0.9852415844619269,0.9775822358484123,0.9914029636145856,True
1004,dual_pole,0.05848547705358132,0.003417329923252443,14.372746631759478,0,0.8,0,5,1.0,0.012690804252391354,0.00010654698980097353,0.5287877010595011,0.9808935798503683,0.9622321861121174,0.9897549209116897,True
1004,recurrent,0.05999188338352811,0.0035958049689702918,14.450044036044432,0,1.2,0,5,1.0,0.01198496049943925,0.0001064789616731724,0.5316947806683505,0.9791577207148302,0.9615451514524214,0.9794985923365105,True
1004,no_self_model,0.05157888402086456,0.002657160173905252,14.513385812750336,0,0.6,0,5,1.0,0.011180008583242425,0.00010562435251846446,0.5340614868195016,0.9850999083502667,0.961331339194928,0.9887247519247746,True
1004,reset_capacity_recall,0.05606515667481472,0.003140080690038977,14.404693522440922,0,0.6,0,5,1.0,0.011185705246265838,0.00010610734412762957,0.5299857564493452,0.9825545497125181,0.9620110531351055,0.9895487560996613,True
1004,reset_gain_only_recall,0.056299945108166535,0.00316646271625002,14.401550386992191,0,0.6,0,5,1.0,0.011186837824099453,0.00010615718478511061,0.5298678399835646,0.9823970610801109,0.9620314933248354,0.989555252033023,True
